number,namefrom_station_code,type,zonefrom_station_code,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration_h,duration_m,distance,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car,code,namecode,zonecode,state,address,latitude,longitude
58815,Itwari Tirodi Passenger,Pass,SECR,ITR,ITWARI,TRDI,Tirodi,13:05:00,17:10:00,4.0,5.0,124.0,58816,0,0,0,0,0,0,BQP,Bighapur,NR,Uttar Pradesh,"State Highway 38, Uttar Pradesh",80.6934544,26.3551471
58701,Shahdol Ambikapur Passenger,Pass,SECR,SDL,SHAHDOL,ABKP,AMBIKAPUR,13:30:00,19:15:00,5.0,45.0,216.0,58702,1,0,0,0,0,0,BSWA,Baiswara,NR,Uttar Pradesh,"State Highway 38, Uttar Pradesh",80.83471200000001,26.284843
58847,Nagpur Nagbhir Passenger,Pass,?,NGP,NAGPUR,NAB,Nagbhir Junction,17:35:00,22:20:00,4.0,45.0,110.0,58848,0,0,0,0,0,0,CHBR,CHAURE BAZAR,NR,Uttar Pradesh,"State Highway 9, Uttar Pradesh",82.118735,26.469531
58849,Chhindwara Nainpur Passenger,Pass,SECR,CWA,Chhindwara Junction,NIR,Nainpur Junction,06:00:00,12:00:00,6.0,0.0,141.0,58850,0,0,0,0,0,0,DDW,DUDWA,NER,Uttar Pradesh,"Dudwa, Uttar Pradesh",80.672161,28.50831
58851,Chhindwara Nainpur Passenger,Pass,SECR,CWA,Chhindwara Junction,NIR,Nainpur Junction,08:30:00,14:30:00,6.0,0.0,141.0,58850,0,0,0,0,0,0,CIH,Chilhia,NER,Uttar Pradesh,"State Highway 1A, Uttar Pradesh",82.990864,27.35207
58871,Balaghat Jabalpur Passenger,Pass,SECR,BTC,Balaghat Junction,JBP,JABALPUR,20:45:00,06:00:00,9.0,15.0,187.0,58870,1,0,0,0,0,0,DOX,DOHNA,NER,Uttar Pradesh,"State Highway 37, Uttar Pradesh",79.432729,28.434064000000003
58876,Jabalpur Nainpur Passenger,Pass,?,JBP,JABALPUR,NIR,Nainpur Junction,15:10:00,20:50:00,5.0,40.0,111.0,,0,0,0,0,0,0,DMPR,DHARAMPUR,NR,Uttar Pradesh,"National Highway 93, Uttar Pradesh",78.265728,28.150306
59013,Bhusaval Passenger,Pass,WR,ST,SURAT,BSL,BHUSAVAL JN,23:25:00,09:15:00,9.0,50.0,336.0,59014,1,0,0,0,0,0,TKRU,TAKHRAU,NCR,Uttar Pradesh,"Takhrau, Uttar Pradesh",79.212452,27.274196
58840,Jabalpur Nir Nagpur Passenger,Pass,SECR,JBP,JABALPUR,NGP,NAGPUR,20:30:00,15:30:00,19.0,0.0,398.0,58839,1,0,0,0,0,0,DHRJ,DHIRGANJ,NR,Uttar Pradesh,"State Highway 9, Uttar Pradesh",81.924339,25.745642
59044,Dahanu Virar Shuttle,Pass,WR,DRD,DAHANU ROAD,VR,VIRAR,04:55:00,06:15:00,1.0,20.0,64.0,59043,0,0,0,0,0,0,DPSR,Dapsaura,NCR,Uttar Pradesh,"National Highway 86, Uttar Pradesh",80.202954,25.983503
59103,Vadodara Kathana Passenger,Pass,WR,BRC,VADODARA JN,KTNA,Kathana,09:30:00,11:50:00,2.0,20.0,73.0,59102,0,0,0,0,0,0,FRD,FARHEDI,NR,Uttar Pradesh,"Moradabad- Chandausi Rd, Uttar Pradesh",78.7937161591,28.711716968
59112,Bodeli Dabhoi Passenger,Pass,WR,BDE,Bodeli,DB,Dabhoi Junction,10:05:00,11:40:00,1.0,35.0,34.0,,0,0,0,0,0,0,FTC,Fatehpur Chursi,NR,Uttar Pradesh,"State Highway 38, Uttar Pradesh",80.26179,26.843511
59115,Anand Godhra Passenger,Pass,WR,ANND,ANAND JN,GDA,GODHRA JN,14:05:00,16:30:00,2.0,25.0,78.0,59116,0,0,0,0,0,0,GNGL,Gangauli,NER,Uttar Pradesh,"Jaunpur, Uttar Pradesh",82.86309299999999,25.668107000000003
59117,Pratapnagar Bodeli Passenger,Pass,WR,PRTN,Pratapnagar,BDE,Bodeli,07:10:00,09:05:00,1.0,55.0,63.0,,0,0,0,0,0,0,GRRG,GURLI RAMGARHWA,NER,Uttar Pradesh,"Ghughli Bazar, Uttar Pradesh",83.771432,27.185739
59122,Bodeli Pratapnagar Passenger,Pass,WR,BDE,Bodeli,PRTN,Pratapnagar,10:30:00,12:40:00,2.0,10.0,63.0,59121,0,0,0,0,0,0,DYK,DUDHIA KHURD,NER,Uttar Pradesh,"State Highway 21, Uttar Pradesh",80.19780499999999,28.46474
59207,Bhavnagar Okha Passenger,Pass,WR,BVC,BHAVNAGAR TERMINUS,OKHA,OKHA,21:25:00,13:20:00,15.0,55.0,538.0,59208,1,0,0,0,0,0,DXN,DUDDHINAGAR,ECR,Uttar Pradesh,"Sonebhadra, Uttar Pradesh",83.21679153630001,24.2090318514
59225,Bhavnagar Mahuva Passenger,Pass,WR,BVC,BHAVNAGAR TERMINUS,MHV,MAHUVA JN,09:25:00,14:10:00,4.0,45.0,203.0,59226,0,0,0,0,0,0,GHRI,Ghori Halt,NR,Uttar Pradesh,"sharda nehar, Uttar Pradesh",80.503293,27.373959
59226,Mahuva Bhavnagar Passenger,Pass,WR,MHV,MAHUVA JN,BVP,BHAVANAGAR PARA,14:30:00,19:40:00,5.0,10.0,220.0,59225,0,0,0,0,0,0,GJMB,Ganjmuradabad,NR,Uttar Pradesh,"Sharda Nehar, Uttar Pradesh",80.177008,26.987889000000003
59227,Botad Bhavnagar Passenger,Pass,WR,BTD,BOTAD JN,BVC,BHAVNAGAR TERMINUS,21:10:00,23:25:00,2.0,15.0,93.0,59228,0,0,0,0,0,0,GAJU,Gaju Halt,NR,Uttar Pradesh,"State Highway 25, Uttar Pradesh",80.37297299999999,27.204231
59267,Palitana Bhavnagar Passenger,Pass,WR,PIT,Palitana,BVC,BHAVNAGAR TERMINUS,08:10:00,09:40:00,1.0,30.0,49.0,59268,0,0,0,0,0,0,HA,HARGAON,NER,Uttar Pradesh,"Hargaon, Uttar Pradesh",80.728229,27.769192
59319,Ujjain Bhopal Passenger,Pass,WR,UJN,UJJAIN JN,BPL,BHOPAL JN,17:05:00,21:50:00,4.0,45.0,184.0,59320,0,0,0,0,0,0,HZN,Hazrat Nagar Halt,NR,Uttar Pradesh,"Hazrat Nagar, Uttar Pradesh",78.665909,28.633331
59341,Nagda Bina Passenger,Pass,WR,NAD,NAGDA JN,BINA,BINA JN,11:35:00,23:25:00,11.0,50.0,429.0,59342,0,0,0,0,0,0,GSGJ,Ghausganj,NR,Uttar Pradesh,"Ghausganj, Uttar Pradesh",80.2918266571,27.135126874500003
59440,Ahmedabad Passenger,Pass,WR,ADI,AHMEDABAD JN,BVI,BORIVALI,23:00:00,14:00:00,15.0,0.0,462.0,,0,0,0,0,0,0,JRQ,JHAROKHAS,ECR,Uttar Pradesh,"National Highway 75, Uttar Pradesh",83.164150647,24.1796156953
59441,Mumbai Central-Ahmedabad Passenger,Pass,WR,BCT,Mumbai Central,ADI,AHMEDABAD JN,22:40:00,14:55:00,16.0,15.0,491.0,59442,1,0,1,0,0,0,JEA,Nakaha Jungle,NER,Uttar Pradesh,"Gorakhpur, Uttar Pradesh",83.360755,26.803135
59512,Viramgam Mahesana,Pass,WR,VG,VIRAMGAM JN,MSH,MAHESANA JN,16:25:00,18:20:00,1.0,55.0,66.0,59511,0,0,0,0,0,0,KD,KUNDARKHI,NR,Uttar Pradesh,"Kundarki, Uttar Pradesh",78.7880650638,28.6804444288
59601,Beawar Ajmer Passenger,Pass,NWR,BER,BEAWAR,AII,AJMER JN,07:45:00,09:05:00,1.0,20.0,53.0,59602,0,0,0,0,0,0,CKTD,CHITRAKUTDHAM KARWI,NCR,Uttar Pradesh,"Chitrakoot Karvi, Uttar Pradesh",80.922775,25.217611
59716,Rewari Phulera Passenger,Pass,NWR,RE,REWARI,FL,PHULERA JN,05:30:00,10:30:00,5.0,0.0,216.0,59715,0,0,0,0,0,0,CHTT,Chitta Halt,NCR,Uttar Pradesh,"Chitta Halt, Uttar Pradesh",77.53707700000001,17.823439
59718,Rewari Phulera Passenger,Pass,NWR,RE,REWARI,FL,PHULERA JN,19:05:00,23:55:00,4.0,50.0,216.0,59717,0,0,0,0,0,0,CKSR,Chak Safaura Halt,NER,Uttar Pradesh,"Mighauna, Uttar Pradesh",79.842478,28.211203
59721,Jaipur Hisar Passenger,Pass,NWR,JP,JAIPUR,HSR,Hisar,05:15:00,13:40:00,8.0,25.0,369.0,59722,0,0,0,0,0,0,CHWT,Chhaprawat,NR,Uttar Pradesh,"SH 18, Uttar Pradesh",77.79989095580001,28.541970328
59723,Rewari Sadulpur Passenger,Pass,NWR,RE,REWARI,HSR,Hisar,07:15:00,12:15:00,5.0,0.0,211.0,59724,1,0,0,0,0,0,KEMR,KEMRI,NER,Uttar Pradesh,"MDR 33W, Uttar Pradesh",79.19779600000001,28.809864
59725,Rewari Sadulpur Passenger,Pass,NWR,RE,REWARI,HSR,Hisar,18:55:00,00:20:00,5.0,25.0,211.0,59726,1,0,0,0,0,0,CPU,CHOPAN,ECR,Uttar Pradesh,"Chopan, Uttar Pradesh",83.025843,24.51403
59802,Jaipur Nagda Fast Passenger,Pass,WR,JP,JAIPUR,NAD,NAGDA JN,23:30:00,11:15:00,11.0,45.0,465.0,,1,1,1,0,0,0,KJA,KHAJURHAT,NR,Uttar Pradesh,"Bikapur, Uttar Pradesh",82.126813,26.525308
59805,Bayana Jaipur Fast Passenger,Pass,WR,JP,JAIPUR,BXN,BAYANA JN,06:45:00,13:05:00,6.0,20.0,273.0,59806,0,0,0,0,0,0,DBD,DEOBAND,NR,Uttar Pradesh,"Deoband, Uttar Pradesh",77.67087339999999,29.6800315
59813,Kota Agra Yamuna Bridge Passenger,Pass,WR,KOTA,KOTA JN,JAB,YAMUNA BRIDGE AGRA,07:15:00,17:25:00,10.0,10.0,336.0,,0,0,0,0,0,0,CUK,CHURK,NCR,Uttar Pradesh,"State Highway 14, Uttar Pradesh",83.1032006,24.6496787
59821,KOTA - BHIND Passenger,Pass,WCR,KOTA,KOTA JN,BIX,BHIND,22:05:00,14:40:00,16.0,35.0,495.0,59822,1,0,0,0,0,0,KHRY,KHAIRAHI,NCR,Uttar Pradesh,"State Highway 5, Uttar Pradesh",82.9857744763,24.8020366077
63250,Gaya Patna Passenger MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,12:25:00,15:20:00,2.0,55.0,92.0,63249,0,0,0,0,0,0,KRYA,KURRAIYA,NER,Uttar Pradesh,"Chauhan Rd, Uttar Pradesh",80.24421199999999,28.416819
63252,Gaya Patna Passenger MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,15:00:00,18:00:00,3.0,0.0,92.0,63251,0,0,0,0,0,0,KPKI,QASIMPUR KHERI,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.28593,29.18277
63254,Gaya Patna Passenger MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,18:10:00,21:35:00,3.0,25.0,92.0,63255,0,0,0,0,0,0,KPE,Kauwapur,NER,Uttar Pradesh,"MDR 10E, Uttar Pradesh",82.2979015082,27.5158216097
63515,Barddhaman Asansol mEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,12:05:00,13:55:00,1.0,50.0,106.0,,0,0,0,0,0,0,LPW,Loharpurwa,NER,Uttar Pradesh,"Loharpurwa, Uttar Pradesh",83.268484,27.082641
63521,Barddhaman Asansol mEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,16:05:00,17:55:00,1.0,50.0,106.0,,0,0,0,0,0,0,LER,Lehra,NER,Uttar Pradesh,"Lehra Railway Station Rd, Uttar Pradesh",83.23414199999999,27.161243
63567,Asansol Jhajha Passenger,MEMU,ER,ASN,ASANSOL JN,JAJ,JHAJHA,09:35:00,12:55:00,3.0,20.0,154.0,63568,0,0,0,0,0,0,KTRR,Kathara Road,NCR,Uttar Pradesh,"Kanpur Nagar, Uttar Pradesh",80.228735,26.310011
63568,jhajha asansol memu,MEMU,ER,JAJ,JHAJHA,ASN,ASANSOL JN,13:20:00,16:40:00,3.0,20.0,155.0,63567,0,0,0,0,0,0,KWW,Kuswa,NCR,Uttar Pradesh,"MDR 106W, Uttar Pradesh",78.40369700000001,27.473814
63593,Purulia Asansol MEMU Passenger,MEMU,ER,PRR,PURULIA JN,ASN,ASANSOL JN,14:20:00,16:45:00,2.0,25.0,80.0,63594,0,0,0,0,0,0,MAH,Madhoganj,NR,Uttar Pradesh,"Hardoi, Uttar Pradesh",80.135457,27.117963000000003
64095,Shakurbasti New Delhi Parikrama,Del,NR,NDLS,NEW DELHI,SSB,SHAKURBASTI,09:35:00,10:43:00,1.0,8.0,28.0,,0,0,0,0,0,0,MJPB,Manjhra Purab,NER,Uttar Pradesh,"Manjhra Purab, Uttar Pradesh",81.160402,28.300646
13257,DANAPUR - DELHI ANAND VIHAR Jan Sadharan Express,,,DNR,DANAPUR,ANVT,ANAND VIHAR TRM,,,,,,13258,0,0,0,0,0,0,MAY,MARIAHU,NR,Uttar Pradesh,"Mariahu, Uttar Pradesh",82.598166,25.597006
12163,DADAR - CHENNAI EGMORE SF Exp,,,DR,MUMBAI DADAR CENTRAL,MS,CHENNAI EGMORE,,,,,,12164,1,1,1,1,0,0,KDRD,KHULDIL ROAD,ECR,Uttar Pradesh,"Obra, Uttar Pradesh",82.86161,24.368372
12495,BIKANER - KOLKATA CHITPUR Pratap Exp,SF,NR,BKN,BIKANER JN,KOAA,KOLKATA CHITPUR,05:30:00,13:15:00,31.0,45.0,1873.0,12496,1,1,1,0,0,0,MHBZ,Mahtha Bazar,NER,Uttar Pradesh,"Mahtha Bazar, Uttar Pradesh",82.957379,27.391561
12513,SECUNDERABAD - GUWAHATI Exp,SF,NER,SC,SECUNDERABAD JN,GHY,GUWAHATI,07:30:00,05:50:00,46.0,20.0,2551.0,12514,1,1,1,0,0,0,MIM,Maniram,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.342407,26.838267
12661,CHENNAI EGMORE - SENGOTTAI Pothigai SF Exp,SF,SR,MS,CHENNAI EGMORE,SCT,SENGOTTAI,20:05:00,08:15:00,12.0,10.0,670.0,12662,1,1,1,0,0,0,MNJR,Manjhlepur,NR,Uttar Pradesh,"State Highway 38, Uttar Pradesh",81.178625,25.994578
18107,ROURKELA - KORAPUT Exp,Exp,SER,ROU,ROURKELA,KRPU,KORAPUT,16:45:00,07:30:00,14.0,45.0,645.0,18108,1,1,0,0,0,0,MUUA,MAHUAWA KHURD,NER,Uttar Pradesh,"State Highway 64, Uttar Pradesh",83.59392199999999,26.854361
56100,ERODE - METUR DAM PASSENGER,,,ED,ERODE JN,MTDM,METUR DAM,,,,,,56101,0,0,0,0,0,0,MPG,Manpur Nagaria,NER,Uttar Pradesh,"State Highway 33, Uttar Pradesh",78.818201,27.908304
58161,HATIA - JHARSUGUDA Passenger (UnReserved),Pass,SER,HTE,HATIA,JSG,JHARSUGUDA JN,11:50:00,19:20:00,7.0,30.0,264.0,58162,0,0,0,0,0,0,NBUE,NIBKARORI,NCR,Uttar Pradesh,"Nibkarori, Uttar Pradesh",79.40995965580001,27.3287489158
14115,Haridwar Express,Exp,NCR,ALD,ALLAHABAD JN,HW,HARIDWAR JN,23:35:00,14:30:00,14.0,55.0,725.0,14116,1,1,1,0,0,0,NM,Naimisharanya,NR,Uttar Pradesh,"MDR 74C, Uttar Pradesh",80.484435,27.355137
19025,Surat Bhavnagar Express Slip,Exp,WR,ST,SURAT,MHV,MAHUVA JN,05:30:00,17:20:00,11.0,50.0,629.0,19026,1,1,0,0,0,0,NHF,Nihasta Halt,NR,Uttar Pradesh,"State Highway 38, Uttar Pradesh",80.92503500000001,26.212313
47173,Lingampalli Falaknuma MMTS,Hyd,SCR,LPI,LINGAMPALLI,FM,KACHEGUDA FALAKNUMA,06:20:00,07:40:00,1.0,20.0,37.0,,0,0,0,0,0,0,NNP,Nanpara Junction,NER,Uttar Pradesh,"Nanpara, Uttar Pradesh",81.512594,27.859887
51285,Bhusaval Nagpur Passenger,Pass,CR,BSL,BHUSAVAL JN,NGP,NAGPUR,19:30:00,08:45:00,13.0,15.0,392.0,51286,0,0,0,0,0,0,NPR,Nepalganj Road,NER,Uttar Pradesh,"Midwest, Uttar Pradesh",81.60073,28.010872
53069,Barddhaman Rampurhat Passenger,Pass,ER,BWN,BARDDHAMAN JN,RPH,RAMPUR HAT,20:10:00,22:40:00,2.0,30.0,112.0,53068,0,0,0,0,0,0,NTV,Nautanwa,NER,Uttar Pradesh,"Nautanwa, Uttar Pradesh",83.42129700000001,27.42688
53601,Gaya Dehri On Sone Passenger,Pass,ECR,GAYA,GAYA JN,DOS,DEHRI ON SONE,11:55:00,14:15:00,2.0,20.0,85.0,53602,0,0,0,0,0,0,PKNA,PAKHNA,NCR,Uttar Pradesh,"Pakhna, Uttar Pradesh",79.304318,27.302522
54101,Allahabad Kanpur Passenger,Pass,NCR,ALD,ALLAHABAD JN,CNB,KANPUR CENTRAL,16:45:00,23:05:00,6.0,20.0,214.0,54102,0,0,0,0,0,0,PPH,PIPRI DIH,NER,Uttar Pradesh,"State Highway 67, Uttar Pradesh",83.500574,25.879046
54336,Kanpur Balamau Passenger,Pass,NR,CNB,KANPUR CENTRAL,BLM,BALAMU JN,15:25:00,19:30:00,4.0,5.0,117.0,54335,0,0,0,0,0,0,PPU,PIPARPUR,NR,Uttar Pradesh,"State Highway 9, Uttar Pradesh",82.038949,26.137823
59380,Maksi Indore Bg Passenger,Pass,WR,MKC,MAKSI,INDB,INDORE JN BG,09:50:00,11:30:00,1.0,40.0,75.0,59379,0,0,0,0,0,0,BNDA,BANDA JN,NCR,Uttar Pradesh,"Banda(05192-224813), Uttar Pradesh",80.336246,25.477677
63518,Asansol Barddhaman Passenger,MEMU,ER,ASN,ASANSOL JN,BWN,BARDDHAMAN JN,12:40:00,14:30:00,1.0,50.0,105.0,63519,0,0,0,0,0,0,PDR,Payagpur,NER,Uttar Pradesh,"State Highway 30, Uttar Pradesh",81.776186,27.407067
12797,Venkatadri SF Express,SF,SCR,KCG,KACHEGUDA,CTO,CHITTOOR,20:05:00,08:55:00,12.0,50.0,707.0,12798,1,1,1,1,0,0,PPW,Pachperwa,NER,Uttar Pradesh,"Semari - Bisokhar Rd, Uttar Pradesh",82.657808,27.528038
17640,AKOLA - KACHEGUDA Intercity Exp,Exp,SCR,AK,AKOLA JN,KCG,KACHEGUDA,09:30:00,20:15:00,10.0,45.0,514.0,17639,0,0,0,0,0,1,PRSP,PRASADPUR,NER,Uttar Pradesh,"Prasadpur, Uttar Pradesh",80.08117200000001,28.54694
17651,Chennai Egmore Kacheguda Express,Exp,SCR,MS,CHENNAI EGMORE,KCG,KACHEGUDA,17:00:00,07:55:00,14.0,55.0,772.0,17652,1,1,1,0,0,0,PJ,Peppeganj,NER,Uttar Pradesh,"Sahibganj, Uttar Pradesh",83.294438,26.930569
55335,Bareilly Lalkua Pass,Pass,?,BE,BAREILLY,LKU,LAL KUAN,06:00:00,08:30:00,2.0,30.0,84.0,,0,0,0,0,0,0,PP,PURANPUR,NER,Uttar Pradesh,"Puranpur, Uttar Pradesh",80.150951,28.514911
57620,Delta Fast Passenger,Pass,SCR,KCG,KACHEGUDA,RAL,Repalle,20:15:00,06:20:00,10.0,5.0,347.0,57619,1,0,0,0,0,0,RDV,Radha Balampur,NR,Uttar Pradesh,"State Highway 13A, Uttar Pradesh",81.107034,26.083856
12240,Jaipur-Mumbai Central AC Duronto Express,Drnt,WR,JP,JAIPUR,BCT,Mumbai Central,19:15:00,12:05:00,16.0,50.0,1159.0,12239,0,1,1,1,0,0,RGU,Ragaul,NCR,Uttar Pradesh,"Maudaha, Uttar Pradesh",80.129683,25.686945
12335,BHAGALPUR - MUMBAI LTT SF Exp,SF,ER,BGP,BHAGALPUR,LTT,LOKMANYA TILAK TERM,09:00:00,20:00:00,35.0,0.0,1917.0,12336,1,1,1,0,0,0,PTYR,Patiyara,NR,Uttar Pradesh,"Patiyara, Uttar Pradesh",80.476502,26.627948
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,Exp,ECR,ALLP,ALLEPPEY,TATA,TATANAGAR JN,06:00:00,09:10:00,51.0,10.0,2359.0,,1,1,1,0,0,0,SFPR,Safipur,NR,Uttar Pradesh,"Unnao, Uttar Pradesh",80.35476700000001,26.744344
52081,Jaipur Loharu Fast Passenger,Pass,NWR,JP,JAIPUR,LHU,Loharu,04:40:00,11:30:00,6.0,50.0,229.0,52082,0,0,0,0,0,0,SBZ,SISWA BAZAR,NER,Uttar Pradesh,"Siswa Bazar, Uttar Pradesh",83.7563490747,27.1495669522
53021,Azimganj Bhagalpur Passenger,Pass,ER,AZ,AZIMGANJ JN,BGP,BHAGALPUR,03:05:00,11:05:00,8.0,0.0,226.0,53022,0,0,0,0,0,0,SDT,SADAT,NER,Uttar Pradesh,"Mahpur Sadat Marg, Uttar Pradesh",83.308384,25.673309
53443,Mandar Hill Bhagalpur Passenger,Pass,ER,MDLE,Mandar Hill,BGP,BHAGALPUR,12:15:00,14:20:00,2.0,5.0,50.0,53444,0,0,0,0,0,0,RJI,RAJAWARI,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.130772,25.497689
57624,Guntur Kacheguda Pass,Pass,SCR,GNT,GUNTUR JN,KCG,KACHEGUDA,05:15:00,22:20:00,17.0,5.0,623.0,57623,0,0,0,0,0,0,SKGH,SAKTESGARH,NCR,Uttar Pradesh,"Saktesgarh Railway Station, Uttar Pradesh",82.821887,24.999741
58812,Itwari Ramtek Passenger,Pass,?,ITR,ITWARI,RTK,Ramtek,19:10:00,20:30:00,1.0,20.0,38.0,58813,0,0,0,0,0,0,SRU,SALEMPUR JN,NER,Uttar Pradesh,"Salempur, Uttar Pradesh",83.923271,26.298048
58845,Itwari Nagbahir Passenger,Pass,?,ITR,ITWARI,NAB,Nagbhir Junction,11:00:00,15:25:00,4.0,25.0,106.0,58846,0,0,0,0,0,0,SNAP,SONA ARJUNPUR,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.4525283289,29.7582805083
05649,Mumbai LTT - Kamakhya (Weekly) Special,Exp,NFR,LTT,LOKMANYA TILAK TERM,KYQ,KAMAKHYA,15:50:00,21:55:00,54.0,5.0,2665.0,05650,1,1,0,0,0,0,SIRA,Sirhi Itara,NCR,Uttar Pradesh,"Sirhiltara, Uttar Pradesh",80.21523499999999,26.367008
01101,Mumbai LTT - Gwalior (Weekly) Special,Exp,CR,LTT,LOKMANYA TILAK TERM,GWL,GWALIOR JN,15:50:00,15:35:00,23.0,45.0,1216.0,01102,1,1,0,0,0,0,SOT,Shohratgarh,NER,Uttar Pradesh,"Railway Station, Uttar Pradesh",82.96929300000001,27.374711
04727,Bikaner-Mumbai BandraT SF Special,SF,NWR,BKN,BIKANER JN,BDTS,MUMBAI BANDRA TERMINUS,15:00:00,12:55:00,21.0,55.0,1212.0,04728,1,1,1,0,0,0,SRMP,Sirsi Mukhdumpr,NR,Uttar Pradesh,"Sirsi Mukhdumpr, Uttar Pradesh",78.635169,28.633209
12001,Bhopal-New Delhi Shatabdi Express,Shtb,NR,BPL,BHOPAL JN,NDLS,NEW DELHI,14:40:00,22:30:00,7.0,50.0,701.0,12002,0,0,0,1,0,1,SUNM,SUNAMAI HALT,NR,Uttar Pradesh,"Sunamai, Uttar Pradesh",78.22052500000001,28.097372
12071,Mumbai Aurangabad Jan Shatabdi,JShtb,SCR,CSTM,MUMBAI CST,AWB,AURANGABAD,13:50:00,20:35:00,6.0,45.0,374.0,12072,0,0,0,0,0,1,THW,THARWAI,NR,Uttar Pradesh,"Tharwai, Uttar Pradesh",81.91469331479999,25.5392188568
12142,PATLIPUTRA - MUMBAI LTT SF Exp,SF,CR,PPTA,PATLIPUTRA,LTT,LOKMANYA TILAK TERM,10:40:00,15:30:00,28.0,50.0,1714.0,12141,1,1,1,0,0,0,TBTN,THANA BHAWAN TN,NR,Uttar Pradesh,"Thana Bhawan, Uttar Pradesh",77.402047,29.58113
55542,Phulwaria Hajipur Passenger,Pass,NER,BHBR,Bathua Bazar,HJP,HAJIPUR JN,05:00:00,10:20:00,5.0,20.0,0.0,,0,0,0,0,0,0,SZN,Shahbaznagar,NER,Uttar Pradesh,"Shahbaznagar, Uttar Pradesh",79.88703000000001,27.928906
12394,Sampoorna Kranti Express,SF,ER,NDLS,NEW DELHI,RJPB,RAJENDRA NAGAR BIHAR,17:30:00,07:35:00,14.0,5.0,1001.0,12393,1,1,1,1,0,0,SUBR,Subhagpur,NER,Uttar Pradesh,"MDR 10E, Uttar Pradesh",82.01764299999999,27.26251
12471,Mumbai Bandra (T.) - Jammu Tawi SF Swaraj Express,SF,NR,BDTS,MUMBAI BANDRA TERMINUS,JAT,JAMMU TAWI,07:55:00,14:45:00,30.0,50.0,1950.0,12472,1,1,1,0,0,0,TNUE,TINDAULI,NCR,Uttar Pradesh,"Tindauli, Uttar Pradesh",78.92129,27.183053
12619,MUMBAI LTT - MANGALORE CENT Matsyagandha Exp,SF,SR,LTT,LOKMANYA TILAK TERM,MAQ,MANGALORE CNTL,15:20:00,07:30:00,16.0,10.0,1185.0,12620,1,1,1,0,0,0,TTI,TURTIPAR,NER,Uttar Pradesh,"Mujouna Gawn, Uttar Pradesh",83.89084100000001,26.16121
12258,Kochuveli-Yesvantpur Garib Rath,GR,SWR,KCVL,KOCHUVELI,YPR,YESVANTPUR JN,16:35:00,09:05:00,16.0,30.0,808.0,12257,0,1,0,0,0,0,URPR,UGRASENPUR,NR,Uttar Pradesh,"Janghai, Uttar Pradesh",82.189171,25.568212
12350,NewDelhi-Bhagalpur Weekly SF Express,SF,ER,NDLS,NEW DELHI,BGP,BHAGALPUR,23:45:00,20:00:00,20.0,15.0,1220.0,12349,1,1,0,0,0,0,UNLA,UNAULA,NER,Uttar Pradesh,"Gorakhpur, Uttar Pradesh",83.471435,26.788432
12633,CHENNAI EGMORE - KANNIYAKUMARI SF Exp,SF,SR,MS,CHENNAI EGMORE,CAPE,KANYAKUMARI,17:30:00,06:50:00,13.0,20.0,742.0,12634,1,1,1,1,0,0,TPB,Trilokpur,NER,Uttar Pradesh,"Semari - Bisokhar Rd, Uttar Pradesh",82.701077,27.508190000000003
12542,Mumbai LTT-Gorakhpur SF Express,SF,NER,LTT,LOKMANYA TILAK TERM,GKP,GORAKHPUR JN,11:10:00,17:45:00,30.0,35.0,1680.0,12541,1,1,1,0,0,0,DBNR,Dibnapur,NER,Uttar Pradesh,"Dibnapur, Uttar Pradesh",79.51619,28.524363
12653,Tiruchirappalli Mangalore Weekly Superfast Express,SF,SR,TPJ,TIRUCHIRAPPALLI,MAQ,MANGALORE CNTL,18:00:00,05:25:00,11.0,25.0,635.0,12654,1,1,1,1,0,0,UJH,Ujhani,NER,Uttar Pradesh,"Ujhani, Uttar Pradesh",79.01491,27.995236
12463-Slip,Rajasthan Sampark Kranti Express Slip,SKr,NR,DEE,DELHI SARAI ROHILLA,BKN,BIKANER JN,22:35:00,10:35:00,12.0,0.0,685.0,,1,1,1,0,0,0,UBN,Ubarni,NR,Uttar Pradesh,"National Highway 24B, Uttar Pradesh",81.163629,26.118214
12687-Slip,Chennai Chandigarh Express Slip,SF,SR,MAS,CHENNAI CENTRAL,DDN,DEHRADUN,09:45:00,05:00:00,43.0,15.0,2488.0,12688,1,1,0,0,0,0,MRPR,MAU RANIPUR,NCR,Uttar Pradesh,"NH 75, Uttar Pradesh",79.136793,25.261271
